web-scraper-order,web-scraper-start-url,rooms_area_price_raw,price_raw,address_raw,description_raw,title_raw,area_raw,rooms_raw
"1726673561-63","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","2.5 Zimmer","CHF 1’925.–","Else-Züblin-Strasse 70, 8404 Winterthur","Willkommen bei sue&amp;til!Tauchen Sie ein, denn hier erwartet Sie eine spritzige, inspirierende und innovative Wohnoase, welche auch Ihr Herz höher schlagen lässt!Wir sind die neue Siedlung im modernen Winterthurer Quartier Neuhegi mit Parks und allem, was es für ein aktives Leben braucht. sue&amp;til legt grossen Wert darauf, Ihnen zahlreiche Highlights und An-nehmlichkeiten zu bieten. Sie können sicher sein, dass sue&amp;til Ihnen nicht nur alle Ihre Wünsche an Ihr neues Zuhause erfüllt, sondern viel mehr bietet.Für ihren Wohnkomfort verfügt die Wohnung über folgenden Ausbau- offen gestaltete Grundrisse für die grosszügige Atmosphäre- Hochwertige Eichenparkettböden für den edlen Touch in den Wohnräumen- Hochwertiges Bad/WC mit Feinsteinzeugplatten als persönliche Wellnessoase- Offene Küche mit Natursteinabdeckung, Glaskeramikherd und Geschirrspüler, welche Deine Lust zum Kochen weckt- Komfort-Wohnungslüftung mit individueller Steuerung für ein behagliches Wohngefühl- Waschmaschine und Tumbler in der Wohnung zur Erleichterung Ihren Alltags- Kellerabteil als zusätzlichen StauraumDie Bilder stammen von einer Typähnlichen Wohnung.Im Neuhegi leben Sie in einem eigenständigen, vielseitigen Arbeits- und Lebensraum, welcher Ihnen eine erstklassige Lebensqualität schenkt. sue&amp;til ist über sämtliche Verkehrsmittel hervorragend mit der Altstadt und dem Hauptbahnhof von Winterthur und den grösseren Städten der Schweiz verbun-den. Ob mit Ihrem Auto oder den ÖV, verschiedenste Möglichkeiten können ausgewählt werden, ganz individuell nach Ihren persönlichen Bedürfnissen. sue&amp;til passt für Singles, Paare und Familien - und sogar für Sie und Ihre Freunde, die zusammen eine Wohngemeinschaft gründen wollen. Wir freuen uns auf Sie - Ihr sue&amp;til.","Einfach Zuhause fühlen / 2.5 Zimmerwohnung in Neuhegi","67m²","2.5 Zimmer"
"1726673561-64","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","4.5 Zimmer","CHF 3’420.–","Rudolfstr. 25, 8400 Winterthur","- Wohnung mit 131 m2- Heller Eschenparkett in allen Wohnräumen- Natursteinplatten in den Nasszellen- Lift direkt in die Wohnung- Einbauschränke- Variable Raumgestaltung dank Schiebetüren- Offene Küche- WC/Dusche und sep. Bad- Doppellavabo- Wasch- und Trockenturm in Whg.- Loggia- Einstellplätze à Fr. 170.00*Bilder zeigen den Standard*","Direkt am HB Winterthur","131m²","4.5 Zimmer"
"1726673561-65","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","2.5 Zimmer","CHF 2’015.–","Else-Züblin-Strasse 78, 8404 Winterthur","Willkommen bei sue&amp;til!Tauchen Sie ein, denn hier erwartet Sie eine spritzige, inspirierende und innovative Wohnoase, welche auch Ihr Herz höher schlagen lässt!Wir sind die neue Siedlung im modernen Winterthurer Quartier Neuhegi mit Parks und allem, was es für ein aktives Leben braucht. sue&amp;til legt grossen Wert darauf, Ihnen zahlreiche Highlights und An-nehmlichkeiten zu bieten. Sie können sicher sein, dass sue&amp;til Ihnen nicht nur alle Ihre Wünsche an Ihr neues Zuhause erfüllt, sondern viel mehr bietet.Für ihren Wohnkomfort verfügt die Wohnung über folgenden Ausbau- offen gestaltete Grundrisse für die grosszügige Atmosphäre- Hochwertige Eichenparkettböden für den edlen Touch in den Wohnräumen- Hochwertiges Bad/WC mit Feinsteinzeugplatten als persönliche Wellnessoase- Offene Küche mit Natursteinabdeckung, Glaskeramikherd und Geschirrspüler, welche Deine Lust zum Kochen weckt- Komfort-Wohnungslüftung mit individueller Steuerung für ein behagliches Wohngefühl- Waschmaschine und Tumbler in der Wohnung zur Erleichterung Ihren Alltags- Kellerabteil als zusätzlichen StauraumDie Bilder stammen von einer Typähnlichen Wohnung.Mehrere 2.5 Zimmer-Wohnungen auf dieser Liegenschaft zu finden.Im Neuhegi leben Sie in einem eigenständigen, vielseitigen Arbeits- und Lebensraum, welcher Ihnen eine erstklassige Lebensqualität schenkt. sue&amp;til ist über sämtliche Verkehrsmittel hervorragend mit der Altstadt und dem Hauptbahnhof von Winterthur und den grösseren Städten der Schweiz verbun-den. Ob mit Ihrem Auto oder den ÖV, verschiedenste Möglichkeiten können ausgewählt werden, ganz individuell nach Ihren persönlichen Bedürfnissen. sue&amp;til passt für Singles, Paare und Familien - und sogar für Sie und Ihre Freunde, die zusammen eine Wohngemeinschaft gründen wollen. Wir freuen uns auf Sie - Ihr sue&amp;til.","Einfach Zuhause fühlen / 2.5 Zimmerwohnung in Neuhegi","64m²","2.5 Zimmer"
"1726673561-66","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","3.5 Zimmer","CHF 2’390.–","Burgstrasse 17, 8408 Winterthur","Diese hochwertige Wohnung überzeugt mit grosszügigen, lichtdurchfluteten Räumen und einer modernen Ausstattung. Die ruhige Lage in einer begehrten Wohngegend bietet ein komfortables Wohngefühl.- Neuwertige Küche in schlichter Eleganz- Alle Zimmer Eichenparkett- Bad/Dusche/WC- Grosszügige Loggia- Gut durchdater Grundriss- Nahe an der Töss- Bushaltestelle in unmittelbarer Nähe- Diverse Einkaufsmöglichkeiten vor Ort- Einstellplatz ab CHF 160.00 im Mt. verfügbarDie Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angegebenen Wohnung.Interessiert? Bewerben Sie sich jetz!","Exklusives Wohnen auf höchstem Niveau - MIETEN OHNE KAUTION","89m²","3.5 Zimmer"
"1726673561-67","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","4.5 Zimmer","CHF 2’920.–","Hündlerstrasse 9, 8406 Winterthur","Die Besichtigung findet wie folgt ohne Voranmeldung statt: - Montag, 30.09.2024, 18:00 bis 19:00 Uhr - Dienstag, 01.10.2024, 18:00 bis 19:00 Uhr Bitte klingeln Sie bei dem Mieter ""Zavalloni""Modern Wohnen in Winterthur-Dättnau Mit dem Neubauprojekt Hündlerstrasse 9-17 entstehen vier Mehrfamilienhäuser mit insgesamt 32 Mietwohnungen. Ob Sie allein leben, als Paar oder mit Ihrer Familie, hier verwirklichen Sie Ihren Wohntraum. Der hochwertige und ästhetische Innenausbau lässt kaum Wünsche offen. In sämtlichen Wohnräumen ist ein edler Plattenboden mit Holzoptik verlegt. Zudem gibt es wunderschöne grosse Fenster die, die Wohnung mit Licht durchfluten. Die offenen Küchen verfügen über energieeffiziente Geräte der Marke Miele. Die in der Küche installierten LED Lichter geben noch einen romantischen touch dazu. Ein eigener Waschturm gehört zu jeder Wohnung. Die Hündlerstrasse 9-17 steht für Behaglichkeit und Zeitgeist. Geniessen Sie Vorzüge wie Freecooling in der Wohnung, Ladestationen für Elektrofahrzeuge in der Tiefgarage und eine Photovoltaik-Anlage auf dem Dach. Haustiere: Es sind keine Haustiere erwünscht. Lassen Sie sich an der unverbindlichen Besichtigung vom Flair von dieser Wohnung überzeugen. Wir freuen uns auf Ihre Anmeldung.","Familienwohnung im Erdgeschoss - schönes zu Hause für gross und klein","108m²","4.5 Zimmer"
"1726673561-68","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","3.5 Zimmer","CHF 2’840.–","St. Gallerstrasse 84, 8400 Winterthur","An zentraler Lage an der St. Gallerstr. 82/84 vermieten wir per Januar 2025 attraktive 2.5- und 3.5-Zimmer-Wohnungen, die nach einer vollumfänglichen Totalsanierung in neuem Glanz erstrahlen.Die modernen Wohnungen überzeugen mit folgenden Pluspunkten:- Grosszügiger Wohn-/Essbereich - Gut möblierbare und einzigartige Grundrisse- Hochwertige und elegante Küchen - Lichtdurchflutete und pflegeleichte Bäder - Eingangsbereich mit Einbauschränken- Waschmaschine/Tumbler in der Wohnung- Fussbodenheizung- Gemütliche Balkone oder Sitzplätze zum Verweilen und Geniessen- Zentrale und doch ruhig gelegene Lage unweit vom Stadtzentrum- Zahlreiche Einkaufs- und Verpflegungsmöglichkeiten in unmittelbarer GehdistanzInformieren Sie sich auf der Projektwebseite über das gesamte Wohnungsangebot und finden Sie heute noch Ihre neue Traumwohnung. Bei Fragen oder für ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme.","Erstbezug nach Totalsanierung - Ihre neue Traumwohnung","105m²","3.5 Zimmer"
"1726673561-69","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","3.5 Zimmer","CHF 2’010.–","Talackerstr. 55, 8404 Winterthur","- Bodenbelag im Wohnbereich und Zimmern: Parkett- Küche und Badezimmer: Keramik-Platten (Anthrazit)- Schöne, frisch sanierte offene Küche mit GK und GS- Helles frisch saniertes Badezimmer mit Badewanne und Dusche - Praktische Wandschränke im Korridor- Reduit- Kellerabteil- Balkon- Lift- Ruhige Lage, in gepflegter Umgebung- Nähe Einkaufsmöglichkeiten, Schulen und Kindergarten- Gute Verkehrsanbindung- Einstellplätze à CHF 120.-/Mt vorhanden(Die Fotos zeigen den Standard)","Sanierte Wohnung im Herzen von Oberwinterthur!","90m²","3.5 Zimmer"
"1726673561-70","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","4.5 Zimmer","CHF 3’356.–","Rudolfstr. 25, 8400 Winterthur","- Ganze Wohnung Eschenparkett- Natursteinplatten in den Nasszellen- Lift direkt in die Wohnung- Variable Raumgestaltung dank Schiebetüren- Garderobenraum- Einbauschränke- Offene Küche- Doppellavabo- Bad / WC- Sep. WC / Dusche- Wasch-/Trockenturm in Wohnung- Loggia mit raumhoher Verglasung- Einstellplätze à CHF 170.00 mtl. vorhandenDie Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angebotenen Wohnung.","Direkt am HB Winterthur","131m²","4.5 Zimmer"
"1726673561-71","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","4.5 Zimmer","CHF 3’050.–","Wieshofstrasse 103 (Villa), 8408 Winterthur","","Idyllische Wohnung","","4.5 Zimmer"
"1726673561-72","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","3.5 Zimmer","CHF 2’060.–","Farmerstrasse 12, 8404 Winterthur","Komfort und Behaglichkeit - www.farmerstrasse.ch Mit der Gesamtsanierung und Aufstockung der Farmerstrasse 1-14 entstehen in Oberwinterthur 72 neue Mietwohnungen mit einem vielfältigen Wohnungsmix von 2.5 bis 5.5 Zimmern. Ob Sie allein leben, als Paar oder mit Ihrer Familie, hier verwirklichen Sie Ihren Wohntraum.Die Wohnungen der 2. Etappe sind ab dem 1. Februar bzw. 1. April 2025 bezugsbereit. Da sich diese Liegenschaft derzeit noch im Bau befindet, sind leider keine Besichtigungen möglich.Hochwertiger und ästhetischer Innenausbau- Offene Küchen mit energieeffizienten Geräten der Marke Electrolux- Eigener Waschturm in jeder Wohnung für maximalen Komfort- Edler Parkettboden für eine warme und einladende AtmosphäreZusätzliche Vorzüge- Ladestationen für Elektrofahrzeuge in der Tiefgarage- Dach mit Photovoltaik-Modulen für nachhaltige EnergiegewinnungHaustiere - Erlaubt sind nur Hauskatzen und KleintiereHaben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre digitale Bewerbung. Für detaillierte Auskünfte steht Ihnen Frau Tanja Gschwend (tanja.gschwend@auwiesen.ch) gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme!","Stilvolle Attika-Wohnung mit Erstbezug","63m²","3.5 Zimmer"
"1726673561-73","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","5.5 Zimmer","CHF 2’580.–","Farmerstrasse 14, 8404 Winterthur","Komfort und Behaglichkeit - www.farmerstrasse.ch Mit der Gesamtsanierung und Aufstockung der Farmerstrasse 1-14 entstehen in Oberwinterthur 72 neue Mietwohnungen mit einem vielfältigen Wohnungsmix von 2.5 bis 5.5 Zimmern. Ob Sie allein leben, als Paar oder mit Ihrer Familie, hier verwirklichen Sie Ihren Wohntraum.Die Wohnungen der 2. Etappe sind ab dem 1. Februar bzw. 1. April 2025 bezugsbereit. Da sich diese Liegenschaft derzeit noch im Bau befindet, sind leider keine Besichtigungen möglich.Hochwertiger und ästhetischer Innenausbau- Offene Küchen mit energieeffizienten Geräten der Marke Electrolux- Eigener Waschturm in jeder Wohnung für maximalen Komfort- Edler Parkettboden für eine warme und einladende AtmosphäreZusätzliche Vorzüge- Ladestationen für Elektrofahrzeuge in der Tiefgarage- Dach mit Photovoltaik-Modulen für nachhaltige EnergiegewinnungHaustiere - Erlaubt sind nur Hauskatzen und KleintiereHaben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre digitale Bewerbung. Für detaillierte Auskünfte steht Ihnen Frau Tanja Gschwend (tanja.gschwend@auwiesen.ch) gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme!","Familienwohnung mit Erstbezug: www.farmerstrasse.ch","120m²","5.5 Zimmer"
"1726673561-74","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","2.5 Zimmer","CHF 2’010.–","Farmerstrasse 8, 8404 Winterthur","Komfort und Behaglichkeit - www.farmerstrasse.ch Mit der Gesamtsanierung und Aufstockung der Farmerstrasse 1-14 entstehen in Oberwinterthur 72 neue Mietwohnungen mit einem vielfältigen Wohnungsmix von 2.5 bis 5.5 Zimmern. Ob Sie allein leben, als Paar oder mit Ihrer Familie, hier verwirklichen Sie Ihren Wohntraum.Die Wohnungen der 2. Etappe sind ab dem 1. Februar bzw. 1. April 2025 bezugsbereit. Da sich diese Liegenschaft derzeit noch im Bau befindet, sind leider keine Besichtigungen möglich.Hochwertiger und ästhetischer Innenausbau- Offene Küchen mit energieeffizienten Geräten der Marke Electrolux- Eigener Waschturm in jeder Wohnung für maximalen Komfort- Edler Parkettboden für eine warme und einladende AtmosphäreZusätzliche Vorzüge- Ladestationen für Elektrofahrzeuge in der Tiefgarage- Dach mit Photovoltaik-Modulen für nachhaltige EnergiegewinnungHaustiere - Erlaubt sind nur Hauskatzen und KleintiereHaben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre digitale Bewerbung. Für detaillierte Auskünfte steht Ihnen Frau Tanja Gschwend (tanja.gschwend@auwiesen.ch) gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme!","Attikawohnung mit Terrassen zum Verweilen","64m²","2.5 Zimmer"
"1726673561-75","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","3.5 Zimmer","CHF 2’155.–","Farmerstrasse 12, 8404 Winterthur","Komfort und Behaglichkeit - www.farmerstrasse.ch Mit der Gesamtsanierung und Aufstockung der Farmerstrasse 1-14 entstehen in Oberwinterthur 72 neue Mietwohnungen mit einem vielfältigen Wohnungsmix von 2.5 bis 5.5 Zimmern. Ob Sie allein leben, als Paar oder mit Ihrer Familie, hier verwirklichen Sie Ihren Wohntraum.Die Wohnungen der 2. Etappe sind ab dem 1. Februar bzw. 1. April 2025 bezugsbereit. Da sich diese Liegenschaft derzeit noch im Bau befindet, sind leider keine Besichtigungen möglich.Hochwertiger und ästhetischer Innenausbau- Offene Küchen mit energieeffizienten Geräten der Marke Electrolux- Eigener Waschturm in jeder Wohnung für maximalen Komfort- Edler Parkettboden für eine warme und einladende AtmosphäreZusätzliche Vorzüge- Ladestationen für Elektrofahrzeuge in der Tiefgarage- Dach mit Photovoltaik-Modulen für nachhaltige EnergiegewinnungHaustiere - Erlaubt sind nur Hauskatzen und KleintiereHaben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre digitale Bewerbung. Für detaillierte Auskünfte steht Ihnen Frau Tanja Gschwend (tanja.gschwend@auwiesen.ch) gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme!","Charmante 3.5-Zimmer-Wohnung mit Erstbezug","93m²","3.5 Zimmer"
"1726673561-76","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","4.5 Zimmer","CHF 2’320.–","Farmerstrasse 14, 8404 Winterthur","Komfort und Behaglichkeit - www.farmerstrasse.ch Mit der Gesamtsanierung und Aufstockung der Farmerstrasse 1-14 entstehen in Oberwinterthur 72 neue Mietwohnungen mit einem vielfältigen Wohnungsmix von 2.5 bis 5.5 Zimmern. Ob Sie allein leben, als Paar oder mit Ihrer Familie, hier verwirklichen Sie Ihren Wohntraum.Die Wohnungen der 2. Etappe sind ab dem 1. Februar bzw. 1. April 2025 bezugsbereit. Da sich diese Liegenschaft derzeit noch im Bau befindet, sind leider keine Besichtigungen möglich.Hochwertiger und ästhetischer Innenausbau- Offene Küchen mit energieeffizienten Geräten der Marke Electrolux- Eigener Waschturm in jeder Wohnung für maximalen Komfort- Edler Parkettboden für eine warme und einladende AtmosphäreZusätzliche Vorzüge- Ladestationen für Elektrofahrzeuge in der Tiefgarage- Dach mit Photovoltaik-Modulen für nachhaltige EnergiegewinnungHaustiere - Erlaubt sind nur Hauskatzen und KleintiereHaben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre digitale Bewerbung. Für detaillierte Auskünfte steht Ihnen Frau Tanja Gschwend (tanja.gschwend@auwiesen.ch) gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme!","Stilvolle 4.5-Zimmer-Wohnung nach Totalsanierung","106m²","4.5 Zimmer"
"1726673561-77","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","3.5 Zimmer","CHF 2’210.–","Espenstr. 70, 8408 Winterthur","Die helle und grosszügige Wohnung befindet sich im Minergie-Quartier Wyden und bietet neben einer schön gestalteten Umgebung viele weitere Vorteile. Die Schule, eine KITA sowie die Bushaltestelle befinden sich in unmittelbarer Nähe. Auch der Bahnhof Wülflingen und Einkaufsmöglichkeiten sind in wenigen Gehminuten erreichbar.Für Ihre Wohnqualität:- Parkettböden in Wohn- und Schlafzimmern- Moderne offene Küche mit Geschirrspüler- Bad mit Badewanne und Waschturm- Kontrollierte Wohnungslüftung (Minergie)- zwei Balkone- Reduit- Eigenes Kellerabteil für mehr StauraumZusätzlich auf Wunsch: Einstellplatz CHF 140.-/Monat.Interessiert? Dann lohnt sich eine Besichtigung.","Hier könnte Ihr Wohntraum in Erfüllung gehen","90m²","3.5 Zimmer"
"1726673561-78","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","4.5 Zimmer","CHF 2’370.–","Im Grüntal 12, 8405 Winterthur","Gute Qualität und Lage zu fairen Mietzinsen. Dafür steht die Wohnüberbauung ""Im Grüntal"".Die Wohnüberbauung befindet sich inmitten des Quartiers im Grüntal. Die Bushaltestelle Grüntal ist direkt gegenüber der Überbauung. Die Umgebung ist sehr familienfreundlich und bietet Ihnen alles, was Sie für Ihre täglichen Bedürfnisse benötigen. Kindergarten, Schulen und ÖV sind in unmittelbarer Umgebung. Einkaufsmöglichkeiten, die Poststelle Seen und die Innenstadt von Winterthur erreichen Sie innert kürzester Zeit.Per 1. Februar 2025 vermieten wir diese schöne 4.5-Zimmerwohnung im Hochparterre.Das erwartet Sie in Ihren neuen Vier-Wänden.Küche- Granit Arbeitsfläche- energieeffiziente Küchengeräte wie Umluft- Dampfabzug, Backofen und Geschirrspüler - LED UnterschrankbeleuchtungNasszellen- eigene Waschmaschine und Tumbler- Badewanne oder bodenebene Dusche mit GlastrennwandKorridor- Einbauschrank / GarderobeBodenbelag- Küche, Wohnzimmer und Schlafzimmer Feinsteinzeugplatten in HolzoptikWand/Decke- Wände Abrieb, Decken WeissputzParkmöglichkeiten:Eine Einzelgarage kann für monatlich CHF 160.00 dazu gemietet werden.Haustiere:Bitte beachten Sie, dass Hunde und Katzen in dieser Überbauung nicht erlaubt sind. Wichtig:Die publizierten Fotos stellen den Ausbaustandard dar und können vom Objekt leicht abweichen.","RAUM FÜR MEHR - Im Grüntal in Winterthur","94m²","4.5 Zimmer"
"1726673561-79","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","3.5 Zimmer","CHF 2’252.–","Solarstrasse 7, 8404 Winterthur","Die hochwertig ausgebaute Mietwohnung wurde erst per November 2021 fertiggestellt. Sie begrüsst neue Mieter mit Architektur auf der Höhe der Zeit. Das Objekt bietet Ihnen nebst dem ansprechenden Grundriss den folgenden Ausbaustandard:- überhohe Räume mit Anhydritboden- geräumige Zimmer - offene Küche- zwei Badezimmer/WC- eigener Waschturm- Wintergarten- eigenes Kellerabteil- nachhaltige Bauweise- begrünter Innenhof Bei den Bildern handelt es sich um Musterfotos, welche den Ausbaustandard veranschaulichen. Die genaue Raumaufteilung können Sie dem angefügten Grundriss entnehmen.Bei Bedarf und Verfügbarkeit kann ein Einstellplatz für CHF 150.00 pro Monat und/oder ein Motorradabstellplatz für CHF 80.00 dazu gemietet werden.In nur fünf Fahrminuten erreichen Sie den Bahnhof Winterthur, von wo aus Sie beste Verbindungen beispielsweise zum Zürich-Flughafen, Zürich HB, Winterthur oder Baden in Anspruch nehmen können.Einkaufsmöglichkeiten wie z.B. einen Coop erreichen Sie in nur 5 Gehminuten.Für die Freizeitbeschäftigung stehen Ihnen verschiedene Möglichkeiten zur Verfügung wie z.B. ein Fitnessstudio, ein Hallenbad und Sportplätze erreichen Sie in maximal 10 Fahrminuten.Haben wir Ihr Interesse geweckt? Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.","Moderne Wohnung in Winterthur","84m²","3.5 Zimmer"
"1726673561-80","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=2","2.5 Zimmer","CHF 2’260.–","St. Gallerstrasse 84, 8400 Winterthur","An zentraler Lage an der St. Gallerstr. 82/84 vermieten wir per Januar 2025 attraktive 2.5- und 3.5-Zimmer-Wohnungen, die nach einer vollumfänglichen Totalsanierung in neuem Glanz erstrahlen.Die modernen Wohnungen überzeugen mit folgenden Pluspunkten:- Grosszügiger Wohn-/Essbereich - Gut möblierbare und einzigartige Grundrisse- Hochwertige und elegante Küchen - Lichtdurchflutete und pflegeleichte Bäder - Eingangsbereich mit Einbauschränken- Waschmaschine/Tumbler in der Wohnung- Fussbodenheizung- Gemütliche Balkone oder Sitzplätze zum Verweilen und Geniessen- Zentrale und doch ruhig gelegene Lage unweit vom Stadtzentrum- Zahlreiche Einkaufs- und Verpflegungsmöglichkeiten in unmittelbarer GehdistanzInformieren Sie sich auf der Projektwebseite über das gesamte Wohnungsangebot und finden Sie heute noch Ihre neue Traumwohnung. Bei Fragen oder für ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme.","Erstbezug nach Totalsanierung - Ihre neue Traumwohnung","63m²","2.5 Zimmer"
"1726673565-81","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","4.5 Zimmer","CHF 2’645.–","Heimstr. 6, 8400 Winterthur","Wir bieten diese wunderschöne 4.5 Zimmerwohnung in zentraler Lage:- Saniert im Jahr 2000- Grosszügiger Grundriss- Bad/WC und Dusche/WC- Parkett in allen Zimmern- Moderner Ausbau- 2 Balkone- Lift- Einstellplatz für 130 CHF im Monat verfügbar- In 10 Gehminuten am Hauptbahnhof Winterthur und in der Altstadt- Bushaltestelle Tellstrasse in 350m Entfernung- Restaurants, Cafés und Einkaufszentrum in der NäheHaben wir Ihr Interesse geweckt? Für einen Besichtigungstermin, Bewerbungslink sowie weitere Informationen senden Sie uns eine Nachricht via Kontaktformular. Sie erhalten anschliessend eine automatische Nachricht mit den erwähnten Informationen. Wir freuen uns auf Ihre Kontaktaufnahme!","Ruhige, sehr zentrale Lage -  Mieten ohne Kaution","114m²","4.5 Zimmer"
"1726673565-82","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","2 Zimmer","CHF 1’565.–","Feldstr. 49, 8400 Winterthur","Suchen Sie eine Wohnung in zentraler Lage, dann wäre dies die perfekte Wohnung für Sie.- Mitten in der Stadt und doch sehr ruhig- Grosszügiger Grundriss- Ganze Wohnung mit Parkett- Modernes Bad und Küche mit Plattenboden- Geschlossene Küche mit Glaskeramikherd und Geschirrspüler- Wandschrank- Balkon- Keller- und Estrichabteil- LiftDen Hauptbahnhof erreichen Sie zu Fuss in nur 7 Gehminuten. Ausserdem gibt es diverse Einkaufsmöglichkeiten in unmittelbarer Gehdistanz und die Altstadt ist auch nicht weit entfernt. (Die Bilder zeigen den Standard.)","Zentrumsnahe Wohnung - Mieten ohne Kaution","60m²","2 Zimmer"
"1726673565-83","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","2.5 Zimmer","CHF 1’990.–","St. Gallerstrasse 82, 8400 Winterthur","An zentraler Lage an der St. Gallerstr. 82/84 vermieten wir per Januar 2025 attraktive 2.5- und 3.5-Zimmer-Wohnungen, die nach einer vollumfänglichen Totalsanierung in neuem Glanz erstrahlen.Die modernen Wohnungen überzeugen mit folgenden Pluspunkten:- Grosszügiger Wohn-/Essbereich - Gut möblierbare und einzigartige Grundrisse- Hochwertige und elegante Küchen - Lichtdurchflutete und pflegeleichte Bäder - Eingangsbereich mit Einbauschränken- Waschmaschine/Tumbler in der Wohnung- Fussbodenheizung- Gemütliche Balkone oder Sitzplätze zum Verweilen und Geniessen- Zentrale und doch ruhig gelegene Lage unweit vom Stadtzentrum- Zahlreiche Einkaufs- und Verpflegungsmöglichkeiten in unmittelbarer GehdistanzInformieren Sie sich auf der Projektwebseite über das gesamte Wohnungsangebot und finden Sie heute noch Ihre neue Traumwohnung. Bei Fragen oder für ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme.","Erstbezug nach Totalsanierung - Ihre neue Traumwohnung","49m²","2.5 Zimmer"
"1726673565-84","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn=1","3.5 Zimmer","CHF 2’530.–","St. Gallerstrasse 84, 8400 Winterthur","An zentraler Lage an der St. Gallerstr. 82/84 vermieten wir per Januar 2025 attraktive 2.5- und 3.5-Zimmer-Wohnungen, die nach einer vollumfänglichen Totalsanierung in neuem Glanz erstrahlen.Die modernen Wohnungen überzeugen mit folgenden Pluspunkten:- Grosszügiger Wohn-/Essbereich - Gut möblierbare und einzigartige Grundrisse- Hochwertige und elegante Küchen - Lichtdurchflutete und pflegeleichte Bäder - Eingangsbereich mit Einbauschränken- Waschmaschine/Tumbler in der Wohnung- Fussbodenheizung- Gemütliche Balkone oder Sitzplätze zum Verweilen und Geniessen- Zentrale und doch ruhig gelegene Lage unweit vom Stadtzentrum- Zahlreiche Einkaufs- und Verpflegungsmöglichkeiten in unmittelbarer GehdistanzInformieren Sie sich auf der Projektwebseite über das gesamte Wohnungsangebot und finden Sie heute noch Ihre neue Traumwohnung. Bei Fragen oder für ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme.","Erstbezug nach Totalsanierung - Ihre neue Traumwohnung","94m²","3.5 Zimmer"
